id_movimentacao;id_produto;data_movimentacao;quantidade;tipo;valor_total
5036;30;2025-03-28 00:00:00;5;S;1122.77
5037;28;2025-09-28 00:00:00;161;E;81036.71
5038;38;2024-08-29 00:00:00;515;E;296156.96
5039;3;2024-09-08 00:00:00;26;S;14421.08
5040;23;2024-08-28 00:00:00;443;E;245109.82
5041;22;2025-11-19 00:00:00;228;S;173592.76
5042;4;2024-08-19 00:00:00;36;S;16337.46
5043;13;2025-01-04 00:00:00;92;E;17560.45
5044;25;2025-03-30 00:00:00;26;S;10840.3
5045;45;2025-08-20 00:00:00;188;E;20476.46
5046;36;2025-05-16 00:00:00;50;S;21387.43
5047;24;2026-02-08 00:00:00;240;E;162935.55
5048;44;2025-07-08 00:00:00;15;S;2683.76
5049;50;2025-03-15 00:00:00;7;S;4035.53
5050;37;2025-07-18 00:00:00;57;S;30272.33
5051;30;2025-03-13 00:00:00;114;E;22544.62
5052;38;2025-11-13 00:00:00;219;S;126790.9
5053;17;2026-01-02 00:00:00;298;E;167349.54
5054;35;2024-07-15 00:00:00;196;S;24128.95
5055;26;2024-12-23 00:00:00;15;S;7056.61
5056;45;2026-05-16 00:00:00;29;S;3343.13
5057;2;2025-02-10 00:00:00;16;S;9939.21
5058;40;2025-09-29 00:00:00;321;E;155149.29
5059;20;2024-10-10 00:00:00;87;E;65667.63
5060;17;2024-09-24 00:00:00;37;S;21812.07
5061;40;2025-01-04 00:00:00;35;S;16908.6
5062;13;2025-02-25 00:00:00;14;S;2760.88
5063;26;2024-10-09 00:00:00;162;E;81948.72
5064;26;2024-09-20 00:00:00;4;S;2113.42
5065;29;2026-05-05 00:00:00;30;S;13570.93
5066;4;2026-03-27 00:00:00;9;S;5304.56
5067;6;2025-11-02 00:00:00;24;S;3453.5
5068;49;2025-01-23 00:00:00;59;S;29599.78
5069;44;2026-04-25 00:00:00;243;E;45023.66
5070;29;2025-12-09 00:00:00;20;S;10863.44
5071;27;2024-09-16 00:00:00;129;S;34493.32
5072;40;2026-03-03 00:00:00;368;E;147860.3
5073;45;2025-07-11 00:00:00;38;S;4980.29
5074;34;2024-12-29 00:00:00;357;E;58964.98
5075;23;2025-05-05 00:00:00;180;S;88406.52
5076;6;2025-02-01 00:00:00;89;E;14798.66
5077;38;2024-12-27 00:00:00;182;S;119047.46
5078;25;2025-05-04 00:00:00;98;S;43726.43
5079;17;2024-09-30 00:00:00;173;S;102969.9
5080;31;2024-08-21 00:00:00;5;S;2889.09
5081;5;2025-01-23 00:00:00;26;S;7052.79
5082;3;2025-09-06 00:00:00;31;S;17835.98
5083;7;2024-09-14 00:00:00;194;E;117131.45
5084;40;2025-08-08 00:00:00;22;S;11804.03
5085;30;2026-01-26 00:00:00;160;E;30737.77
5086;46;2025-11-23 00:00:00;80;S;42570.15
5087;2;2024-07-10 00:00:00;10;S;6159.8
5088;33;2024-09-08 00:00:00;22;S;3330.39
5089;18;2024-08-27 00:00:00;44;S;4793.73
5090;23;2025-06-09 00:00:00;104;S;59597.52
5091;48;2025-06-19 00:00:00;28;S;1872.88
5092;47;2026-05-08 00:00:00;59;S;25356.8
5093;14;2024-12-16 00:00:00;11;S;5253.52
5094;35;2024-07-13 00:00:00;12;S;1288.27
5095;49;2024-10-05 00:00:00;63;S;24837.39
5096;42;2024-10-25 00:00:00;37;S;19563.42
5097;26;2026-02-26 00:00:00;200;E;100002.43
5098;9;2025-05-20 00:00:00;92;S;11613.15
5099;4;2025-03-10 00:00:00;39;S;18415.39
5100;21;2026-04-22 00:00:00;87;S;30957.68
5101;40;2025-05-11 00:00:00;380;E;165789.52
5102;12;2025-02-16 00:00:00;269;E;102821.76
5103;26;2026-02-01 00:00:00;24;S;12854.67
5104;29;2025-04-19 00:00:00;145;E;74187.56
5105;10;2025-02-05 00:00:00;53;S;10178.89
5106;41;2025-07-02 00:00:00;190;E;132871.28
5107;41;2024-07-11 00:00:00;32;S;17953.54
5108;38;2025-01-08 00:00:00;363;E;255138.41
5109;21;2026-03-21 00:00:00;65;S;22776.58
5110;24;2024-08-26 00:00:00;662;E;465895.97
5111;11;2024-06-18 00:00:00;14;S;8056.36
5112;45;2026-01-27 00:00:00;15;S;1910.32
5113;26;2025-07-10 00:00:00;164;E;78006.93
5114;18;2026-03-06 00:00:00;239;E;33895.37
5115;19;2026-04-20 00:00:00;51;S;16006.28
5116;38;2025-09-18 00:00:00;166;S;125708.37
5117;45;2026-06-20 00:00:00;18;S;2339.68
5118;7;2026-05-15 00:00:00;261;E;157152.84
5119;42;2026-01-18 00:00:00;8;S;4049.37
5120;11;2026-01-16 00:00:00;54;S;37092.4
5121;32;2024-07-02 00:00:00;24;S;16359.31
5122;25;2025-02-15 00:00:00;27;S;11048.49
5123;7;2024-07-20 00:00:00;11;S;8450.89
5124;40;2025-04-20 00:00:00;57;S;22793.78
5125;7;2025-10-05 00:00:00;48;S;36044.08
5126;33;2025-05-22 00:00:00;37;S;5966.53
5127;4;2025-12-30 00:00:00;155;E;70285.14
5128;12;2026-01-03 00:00:00;47;S;15555.33
5129;43;2025-04-22 00:00:00;44;S;9091.7
5130;3;2025-02-09 00:00:00;89;E;47570.53
5131;32;2024-07-29 00:00:00;67;E;37541.98
5132;16;2026-02-18 00:00:00;23;S;11208.64
5133;8;2026-05-03 00:00:00;21;S;13630.78
5134;39;2026-05-03 00:00:00;51;S;26195.31
5135;47;2026-05-11 00:00:00;13;S;5845.46
5136;28;2025-10-22 00:00:00;134;E;63194.99
5137;46;2025-07-30 00:00:00;292;E;131975.72
5138;49;2025-09-28 00:00:00;25;S;9718.66
5139;18;2025-07-04 00:00:00;35;S;4645.13
5140;39;2025-12-30 00:00:00;302;E;150199.82
5141;35;2025-09-26 00:00:00;52;S;6101.75
5142;22;2024-06-02 00:00:00;67;S;40776.28
5143;32;2024-08-19 00:00:00;14;S;8879.95
5144;37;2024-06-18 00:00:00;14;S;7655.3
5145;25;2025-11-24 00:00:00;135;S;58270.82
5146;28;2025-06-09 00:00:00;122;E;53353.82
5147;6;2025-05-14 00:00:00;74;E;11313.11
5148;29;2026-04-29 00:00:00;59;S;25399.86
5149;23;2026-01-17 00:00:00;108;S;65397.78
5150;24;2025-03-09 00:00:00;72;S;41841.43
5151;27;2026-03-09 00:00:00;135;S;36381.88
5152;19;2025-12-24 00:00:00;272;E;83805.43
5153;36;2026-06-01 00:00:00;707;E;237876.08
5154;13;2025-11-24 00:00:00;153;S;29004.66
5155;47;2024-12-31 00:00:00;21;S;8248.68
5156;44;2025-09-21 00:00:00;39;S;7351.99
5157;24;2024-09-12 00:00:00;108;S;64075.2
5158;1;2025-03-24 00:00:00;18;S;1226.92
5159;21;2024-10-09 00:00:00;90;S;30385.66
5160;45;2025-05-01 00:00:00;189;E;19106.68
5161;18;2025-12-05 00:00:00;69;S;7367.86
5162;43;2024-07-26 00:00:00;165;E;37059.82
5163;35;2024-06-30 00:00:00;13;S;1243.09
5164;50;2024-06-14 00:00:00;352;E;166333.81
5165;3;2024-11-30 00:00:00;34;S;16816.95
5166;22;2025-11-27 00:00:00;76;S;55401.69
5167;32;2025-12-14 00:00:00;140;E;101250.29
5168;28;2025-12-29 00:00:00;180;E;79823.28
5169;27;2024-08-08 00:00:00;118;S;32856.69
5170;2;2024-11-14 00:00:00;122;E;83250.74
5171;22;2025-12-18 00:00:00;194;S;139016.18
5172;37;2024-08-08 00:00:00;201;E;95888.23
5173;47;2026-06-02 00:00:00;37;S;17274.36
5174;13;2025-06-18 00:00:00;26;S;4602.13
5175;21;2025-06-25 00:00:00;35;S;10834.27
5176;8;2024-08-27 00:00:00;138;E;90799.99
5177;22;2024-11-27 00:00:00;295;E;170633.56
5178;29;2024-07-21 00:00:00;116;E;64625.26
5179;25;2025-01-18 00:00:00;119;S;56944.04
5180;13;2025-08-14 00:00:00;35;S;5843.83
5181;19;2024-07-10 00:00:00;257;E;88073.41
5182;31;2025-01-19 00:00:00;11;S;6503.63
5183;12;2024-06-26 00:00:00;110;S;35759.11
5184;48;2025-10-28 00:00:00;264;E;17953.39
5185;10;2025-11-28 00:00:00;328;S;59891.31
5186;47;2025-12-23 00:00:00;7;S;3405.98
5187;43;2026-01-19 00:00:00;23;S;5299.55
5188;46;2025-08-19 00:00:00;83;S;42629.12
5189;40;2025-04-06 00:00:00;216;E;85380.89
5190;32;2026-01-28 00:00:00;41;S;27115.1
5191;12;2025-08-09 00:00:00;16;S;5919.21
5192;1;2026-05-09 00:00:00;26;S;1769.36
5193;21;2026-04-11 00:00:00;54;S;15556.53
5194;26;2026-05-31 00:00:00;10;S;4482.93
5195;44;2025-07-14 00:00:00;53;S;12160.77
5196;4;2025-03-09 00:00:00;9;S;5118.74
5197;1;2025-10-10 00:00:00;199;E;16013.31
5198;20;2026-04-07 00:00:00;12;S;6799.38
5199;41;2026-01-25 00:00:00;89;E;51402.38
5200;18;2025-03-18 00:00:00;182;E;22702.31
5201;24;2025-01-11 00:00:00;76;S;48482.96
5202;33;2024-06-14 00:00:00;143;E;25453.1
5203;15;2026-06-15 00:00:00;106;S;9640.24
5204;1;2026-01-01 00:00:00;54;S;4187.64
5205;6;2025-08-25 00:00:00;231;E;37906.99
5206;23;2024-06-30 00:00:00;116;S;70715.86
5207;31;2024-09-13 00:00:00;3;S;1701.13
5208;39;2025-05-31 00:00:00;93;E;46809.78
5209;2;2024-06-16 00:00:00;146;E;85214.93
5210;49;2026-01-01 00:00:00;137;E;51804.96
5211;8;2024-10-28 00:00:00;49;S;26510.34
5212;1;2026-01-31 00:00:00;112;E;9423.3
5213;29;2025-04-03 00:00:00;5;S;2744.05
5214;44;2025-03-25 00:00:00;55;S;10002.91
5215;37;2025-05-17 00:00:00;30;S;14138.03
5216;18;2025-12-01 00:00:00;19;S;2665.9
5217;21;2025-04-15 00:00:00;248;E;86289.05
5218;5;2024-08-10 00:00:00;40;S;9363.48
5219;16;2024-10-15 00:00:00;11;S;4298.11
5220;8;2024-09-01 00:00:00;2;S;1199.18
5221;10;2025-11-30 00:00:00;158;E;23242.32
5222;21;2025-02-21 00:00:00;10;S;3499.19
5223;18;2025-11-22 00:00:00;27;S;3834.09
5224;2;2026-03-12 00:00:00;60;S;33005.75
5225;22;2026-06-13 00:00:00;832;E;575644.73
5226;21;2025-12-31 00:00:00;51;S;14548.14
5227;31;2024-12-23 00:00:00;22;S;15283.77
5228;1;2025-06-05 00:00:00;134;S;10215.74
5229;27;2025-02-22 00:00:00;52;S;13651.96
5230;47;2024-08-13 00:00:00;42;S;18423.81
5231;41;2025-12-11 00:00:00;70;S;41392.39
5232;11;2025-02-06 00:00:00;47;S;35812.39
5233;11;2025-02-11 00:00:00;18;S;11493.7
5234;8;2026-05-03 00:00:00;12;S;6506.35
5235;3;2025-07-09 00:00:00;9;S;4355.03
5236;40;2025-04-26 00:00:00;70;S;34279.1
5237;8;2025-01-03 00:00:00;39;S;26404.44
5238;8;2025-12-12 00:00:00;87;S;57768.97
5239;23;2025-07-07 00:00:00;1100;E;597483.4
5240;27;2026-02-23 00:00:00;93;S;22545.72
5241;20;2024-10-16 00:00:00;49;S;34397.11
5242;50;2025-03-14 00:00:00;68;S;31528.59
5243;14;2026-04-23 00:00:00;61;S;24201.0
5244;9;2024-08-06 00:00:00;305;E;39317.06
5245;9;2024-10-27 00:00:00;318;E;42818.39
5246;6;2024-06-27 00:00:00;175;E;26233.82
5247;25;2024-12-08 00:00:00;56;S;20179.98
5248;6;2024-10-21 00:00:00;22;S;3628.7
5249;1;2024-08-12 00:00:00;33;S;2331.72
5250;1;2025-06-17 00:00:00;351;E;31608.24
5251;39;2025-10-23 00:00:00;101;S;52306.27
5252;26;2025-10-11 00:00:00;3;S;1462.12
5253;5;2025-01-01 00:00:00;275;E;86386.15
5254;2;2025-11-08 00:00:00;39;S;24806.62
5255;14;2026-06-12 00:00:00;62;S;25908.56
5256;12;2024-08-04 00:00:00;32;S;12025.96
5257;37;2026-05-18 00:00:00;21;S;10570.79
5258;45;2026-01-10 00:00:00;122;E;12531.68
5259;44;2024-09-06 00:00:00;72;S;13496.74
5260;15;2025-04-10 00:00:00;75;S;6934.27
5261;41;2025-06-27 00:00:00;321;E;211600.55
5262;48;2025-07-11 00:00:00;79;E;4391.08
5263;35;2025-05-27 00:00:00;48;S;5410.26
5264;9;2026-06-13 00:00:00;16;S;2018.21
5265;44;2024-09-28 00:00:00;11;S;2547.61
5266;36;2025-05-31 00:00:00;62;S;25584.33
5267;12;2026-03-10 00:00:00;45;S;15322.41
5268;44;2025-12-20 00:00:00;92;S;20759.66
5269;35;2025-03-09 00:00:00;60;S;6955.21
5270;14;2025-12-07 00:00:00;87;E;44031.86
5271;5;2026-06-07 00:00:00;20;S;6120.24
5272;4;2024-11-03 00:00:00;108;E;54902.72
5273;45;2025-01-25 00:00:00;53;E;5227.3
5274;31;2025-04-12 00:00:00;24;S;15170.52
5275;33;2024-08-20 00:00:00;72;E;14198.75
5276;25;2025-07-17 00:00:00;98;S;38670.32
5277;16;2025-09-15 00:00:00;95;E;43715.56
5278;6;2025-02-20 00:00:00;31;S;6160.02
5279;10;2026-03-07 00:00:00;7;S;1123.5
5280;43;2025-10-05 00:00:00;30;S;6092.39
5281;19;2025-11-03 00:00:00;114;S;31243.34
5282;6;2025-11-19 00:00:00;21;S;3938.52
5283;19;2024-06-26 00:00:00;249;E;85074.52
5284;10;2026-03-08 00:00:00;376;E;57500.03
5285;7;2024-09-14 00:00:00;128;E;74449.14
5286;50;2024-08-30 00:00:00;135;E;77420.02
5287;45;2025-01-01 00:00:00;95;E;9568.65
5288;22;2025-01-06 00:00:00;100;S;61396.85
5289;41;2025-08-25 00:00:00;43;S;26362.14
5290;46;2024-08-19 00:00:00;599;E;272011.87
5291;6;2026-06-21 00:00:00;3;S;493.29
5292;16;2024-07-19 00:00:00;66;E;33707.27
5293;20;2025-09-01 00:00:00;5;S;3239.84
5294;7;2024-11-19 00:00:00;235;E;160893.43
5295;30;2026-01-29 00:00:00;235;E;53526.54
5296;14;2025-01-30 00:00:00;4;S;2084.37
5297;15;2025-01-16 00:00:00;285;E;33033.8
5298;45;2025-05-13 00:00:00;137;E;13690.39
5299;24;2025-03-09 00:00:00;10;S;7061.88
5300;15;2024-09-14 00:00:00;44;S;5286.72
5301;41;2026-01-31 00:00:00;17;S;9067.58
5302;26;2025-10-28 00:00:00;173;E;77139.61
5303;19;2025-08-20 00:00:00;281;E;75839.71
5304;49;2025-01-05 00:00:00;14;S;6565.6
5305;4;2024-09-15 00:00:00;7;S;3749.87
5306;43;2024-07-06 00:00:00;44;E;8401.54
5307;12;2025-10-21 00:00:00;252;E;84680.54
5308;23;2025-08-07 00:00:00;764;E;390430.87
5309;37;2025-10-20 00:00:00;23;S;11446.17
5310;1;2025-06-17 00:00:00;215;E;16894.34
5311;13;2025-12-13 00:00:00;103;S;17037.8
5312;7;2026-06-12 00:00:00;420;E;318838.58
5313;19;2026-02-10 00:00:00;152;E;50944.18
5314;18;2025-09-07 00:00:00;12;S;1364.46
5315;1;2026-01-21 00:00:00;100;S;7086.81
5316;45;2024-11-19 00:00:00;243;E;32487.83
5317;40;2024-11-22 00:00:00;82;S;33031.2
5318;31;2025-06-12 00:00:00;56;S;39334.4
5319;18;2026-05-24 00:00:00;12;S;1453.3
5320;50;2024-07-12 00:00:00;54;S;31855.2
5321;36;2026-03-24 00:00:00;587;E;200425.72
5322;41;2025-01-12 00:00:00;19;S;13546.91
5323;11;2024-06-01 00:00:00;17;S;11625.31
5324;9;2025-12-22 00:00:00;86;S;12952.56
5325;42;2025-01-18 00:00:00;32;S;17858.26
5326;11;2025-02-25 00:00:00;394;E;290402.72
5327;11;2025-07-01 00:00:00;313;E;180394.76
5328;22;2026-02-28 00:00:00;249;E;168246.97
5329;28;2024-07-30 00:00:00;5;S;2538.58
5330;14;2024-06-28 00:00:00;227;E;111110.68
5331;27;2024-08-29 00:00:00;118;S;29798.02
5332;41;2025-05-22 00:00:00;252;E;143895.64
5333;27;2024-07-18 00:00:00;24;S;6080.67
5334;28;2025-04-22 00:00:00;4;S;1968.41
5335;49;2025-10-29 00:00:00;332;E;166322.06
5336;7;2024-08-19 00:00:00;292;E;175421.85
5337;42;2024-10-18 00:00:00;107;S;52498.0
5338;24;2024-06-16 00:00:00;92;S;55557.77
5339;44;2026-06-25 00:00:00;147;S;25010.31
5340;33;2025-12-19 00:00:00;247;E;40035.92
5341;38;2024-06-09 00:00:00;123;S;89311.62
5342;44;2026-01-07 00:00:00;27;S;6036.02
5343;50;2026-01-14 00:00:00;244;E;116372.82
5344;46;2024-12-20 00:00:00;276;S;137324.79
5345;8;2026-05-30 00:00:00;3;S;1877.81
5346;25;2024-07-03 00:00:00;656;E;268118.68
5347;25;2025-09-25 00:00:00;52;S;21488.1
5348;46;2025-09-01 00:00:00;988;E;440564.89
5349;37;2026-06-10 00:00:00;266;E;124550.3
5350;42;2024-09-24 00:00:00;43;S;18580.11
5351;2;2024-12-25 00:00:00;22;S;14896.28
5352;41;2024-10-04 00:00:00;15;S;10648.95
5353;36;2024-12-17 00:00:00;98;S;42492.34
5354;48;2024-12-11 00:00:00;180;E;9760.35
5355;5;2025-10-02 00:00:00;46;S;11293.09
5356;5;2025-09-04 00:00:00;186;E;53115.79
5357;44;2024-06-27 00:00:00;32;S;6926.97
5358;42;2025-10-12 00:00:00;30;S;13858.97
5359;7;2024-06-18 00:00:00;67;S;50979.19
5360;13;2024-07-18 00:00:00;17;S;3050.69
5361;22;2026-06-08 00:00:00;84;S;62675.82
5362;22;2026-03-21 00:00:00;454;E;266268.0
5363;42;2025-08-05 00:00:00;67;S;28935.6
5364;50;2025-02-01 00:00:00;196;E;113618.91
5365;36;2025-01-23 00:00:00;88;S;29536.13
5366;2;2025-08-04 00:00:00;240;E;134758.68
5367;12;2026-05-05 00:00:00;490;E;143070.27
5368;5;2024-12-07 00:00:00;56;S;13766.62
5369;40;2025-04-29 00:00:00;35;S;15278.14
5370;11;2025-12-31 00:00:00;60;S;38775.77
5371;39;2024-10-31 00:00:00;120;S;66427.4
5372;33;2025-01-07 00:00:00;19;S;3193.8
5373;39;2025-01-13 00:00:00;192;E;108392.32
5374;45;2026-01-30 00:00:00;18;S;2345.12
5375;24;2026-04-27 00:00:00;71;S;38773.76
5376;18;2026-05-27 00:00:00;23;S;2588.95
5377;9;2024-12-18 00:00:00;80;S;9955.04
5378;40;2024-07-10 00:00:00;471;E;205167.0
5379;36;2024-11-25 00:00:00;575;E;230656.69
5380;40;2024-10-21 00:00:00;610;E;320731.58
5381;7;2026-02-05 00:00:00;55;S;38165.54
5382;30;2024-10-31 00:00:00;122;E;26754.4
5383;39;2026-01-22 00:00:00;41;S;18828.42
5384;16;2026-06-01 00:00:00;43;S;17568.66
5385;7;2024-12-22 00:00:00;65;S;41290.36
5386;28;2026-01-15 00:00:00;119;E;55545.38
5387;30;2025-07-31 00:00:00;31;S;6622.57
5388;44;2025-08-24 00:00:00;15;S;3363.14
5389;8;2024-06-10 00:00:00;41;S;23069.93
5390;23;2024-08-04 00:00:00;23;S;11834.32
5391;34;2026-06-19 00:00:00;197;S;36912.71
5392;47;2024-06-10 00:00:00;184;E;81877.37
5393;43;2026-03-03 00:00:00;54;S;12249.68
5394;35;2025-07-18 00:00:00;33;S;3790.08
5395;12;2025-11-16 00:00:00;265;S;80117.67
5396;35;2025-05-07 00:00:00;672;E;61896.23
5397;43;2025-05-11 00:00:00;22;S;4542.3
5398;16;2025-04-07 00:00:00;212;E;96476.26
5399;1;2024-06-20 00:00:00;19;S;1397.15
5400;13;2025-09-01 00:00:00;90;S;16056.43
5401;3;2025-03-08 00:00:00;23;S;10892.42
5402;7;2024-11-30 00:00:00;235;E;182406.31
5403;8;2025-12-31 00:00:00;398;E;241584.93
5404;24;2024-10-26 00:00:00;75;S;50176.75
5405;50;2025-10-08 00:00:00;93;S;51990.05
5406;10;2025-04-24 00:00:00;42;S;7308.96
5407;14;2024-10-20 00:00:00;10;S;4219.99
5408;15;2025-11-30 00:00:00;81;S;7264.04
5409;8;2025-09-01 00:00:00;99;E;60843.9
5410;42;2025-07-09 00:00:00;41;S;17176.53
5411;47;2025-11-28 00:00:00;45;S;20834.49
5412;20;2024-10-23 00:00:00;49;S;32770.66
5413;23;2024-11-24 00:00:00;50;S;23820.87
5414;47;2025-10-11 00:00:00;15;S;7219.12
5415;15;2026-01-09 00:00:00;156;E;15458.96
5416;47;2026-03-24 00:00:00;50;S;22883.33
5417;23;2025-12-06 00:00:00;189;S;120042.24
5418;15;2026-03-16 00:00:00;18;S;1734.71
5419;48;2025-03-13 00:00:00;44;S;2634.12
5420;36;2024-09-10 00:00:00;68;S;25378.58
5421;31;2026-04-30 00:00:00;26;S;15678.53
5422;33;2025-06-20 00:00:00;43;S;8299.4
5423;15;2026-04-04 00:00:00;273;E;32588.99
5424;9;2025-03-30 00:00:00;165;E;18349.61
5425;49;2024-09-14 00:00:00;8;S;3449.97
5426;12;2025-02-15 00:00:00;16;S;5008.68
5427;48;2024-12-18 00:00:00;23;S;1331.44
5428;44;2025-10-22 00:00:00;107;S;22428.79
5429;44;2025-12-26 00:00:00;125;S;26456.38
5430;6;2026-06-07 00:00:00;163;E;30773.91
5431;29;2024-07-15 00:00:00;31;S;16324.37
5432;28;2025-04-28 00:00:00;29;S;11657.83
5433;6;2025-10-25 00:00:00;46;S;6863.19
5434;27;2025-12-27 00:00:00;408;E;104589.76
5435;38;2024-11-04 00:00:00;121;S;69330.01
5436;37;2025-04-30 00:00:00;217;E;89274.06
5437;3;2026-05-13 00:00:00;275;E;124800.0
5438;41;2026-06-07 00:00:00;31;S;21322.15
5439;30;2024-06-01 00:00:00;4;S;751.92
5440;1;2026-06-04 00:00:00;130;S;10835.47
5441;21;2025-06-08 00:00:00;334;E;103859.37
5442;50;2024-11-22 00:00:00;485;E;270824.26
5443;38;2025-09-11 00:00:00;83;S;60548.53
5444;32;2025-01-08 00:00:00;5;S;2705.36
5445;1;2024-11-08 00:00:00;531;E;38213.5
5446;34;2025-08-14 00:00:00;162;S;27443.52
5447;36;2026-05-25 00:00:00;97;S;37187.76
5448;45;2025-10-30 00:00:00;328;E;41475.13
5449;21;2024-06-24 00:00:00;9;S;3046.19
5450;42;2025-07-01 00:00:00;9;S;4856.1
5451;6;2025-03-14 00:00:00;19;S;3769.13
5452;45;2025-12-07 00:00:00;225;E;26154.93
5453;2;2026-03-31 00:00:00;21;S;11839.39
5454;30;2025-11-19 00:00:00;23;S;4228.58
5455;2;2024-06-02 00:00:00;23;S;15323.73
5456;7;2025-06-16 00:00:00;68;S;52762.93
5457;42;2026-02-01 00:00:00;25;S;12972.23
5458;2;2025-05-27 00:00:00;50;S;36574.62
5459;47;2026-06-19 00:00:00;201;E;93065.32
5460;4;2024-07-20 00:00:00;25;S;12803.13
5461;48;2025-02-26 00:00:00;42;S;2458.85
5462;23;2026-01-08 00:00:00;83;S;47250.69
5463;7;2026-01-21 00:00:00;79;S;60215.99
5464;48;2024-12-29 00:00:00;21;S;1388.84
5465;41;2024-09-01 00:00:00;169;E;101901.92
5466;48;2025-02-24 00:00:00;162;E;10584.68
5467;45;2025-02-16 00:00:00;23;S;2389.91
5468;48;2024-08-14 00:00:00;13;S;952.21
5469;5;2024-07-20 00:00:00;279;E;71246.76
5470;34;2025-11-24 00:00:00;232;S;41340.08
5471;26;2025-08-24 00:00:00;2;S;1026.43
5472;35;2026-05-04 00:00:00;168;S;20077.95
5473;9;2025-09-01 00:00:00;461;E;54873.16
5474;48;2025-06-23 00:00:00;245;E;15237.54
5475;40;2024-11-26 00:00:00;588;E;276707.12
5476;20;2025-11-13 00:00:00;68;S;49795.74
5477;4;2024-06-25 00:00:00;25;S;13309.03
5478;36;2026-04-07 00:00:00;99;S;38330.96
5479;3;2025-11-13 00:00:00;96;S;49928.84
5480;47;2024-09-06 00:00:00;14;S;6418.6
5481;1;2025-06-27 00:00:00;17;S;1421.79
5482;15;2025-10-10 00:00:00;61;S;5498.96
5483;4;2025-02-05 00:00:00;10;S;4336.87
5484;13;2025-05-21 00:00:00;74;S;13806.98
5485;39;2026-06-02 00:00:00;49;S;21277.44
5486;9;2026-01-26 00:00:00;48;S;6015.08
5487;41;2026-05-17 00:00:00;74;S;44645.63
5488;28;2025-06-22 00:00:00;66;E;24760.83
5489;41;2026-06-08 00:00:00;150;S;78628.35
5490;13;2025-08-19 00:00:00;87;S;18198.52
5491;19;2025-05-18 00:00:00;237;E;79661.67
5492;2;2026-05-15 00:00:00;16;S;10851.57
5493;42;2026-01-03 00:00:00;272;E;116363.25
5494;4;2025-12-01 00:00:00;45;S;25539.1
5495;45;2024-09-27 00:00:00;19;S;1892.01
5496;22;2025-05-30 00:00:00;166;S;116076.57
5497;24;2025-08-18 00:00:00;615;E;434321.24
5498;18;2025-01-13 00:00:00;29;S;3720.55
5499;42;2025-10-24 00:00:00;404;E;169419.57
5500;50;2025-07-30 00:00:00;188;E;91326.3
5501;44;2024-08-13 00:00:00;52;S;9751.77
5502;24;2025-01-22 00:00:00;99;S;56555.86
5503;42;2024-06-24 00:00:00;62;S;31715.25
5504;1;2025-08-21 00:00:00;27;S;2177.53
5505;1;2024-12-17 00:00:00;106;S;8609.17
5506;33;2025-11-22 00:00:00;19;S;3632.44
5507;24;2026-03-24 00:00:00;143;S;98521.26
5508;33;2025-08-28 00:00:00;19;S;3424.64
5509;19;2026-01-23 00:00:00;25;S;6969.79
5510;46;2025-08-25 00:00:00;508;E;217315.39
5511;25;2024-08-07 00:00:00;33;S;15927.54
5512;24;2024-07-23 00:00:00;482;E;304136.53
5513;16;2025-10-22 00:00:00;49;S;18732.85
5514;6;2026-01-28 00:00:00;12;S;1778.04
5515;18;2025-08-08 00:00:00;88;E;11000.97
5516;30;2026-03-07 00:00:00;112;E;24814.21
5517;32;2025-02-22 00:00:00;15;S;8227.94
5518;31;2024-07-09 00:00:00;98;E;58631.12
5519;5;2024-11-12 00:00:00;15;S;4818.08
5520;46;2024-06-26 00:00:00;173;S;82141.8
5521;12;2026-05-05 00:00:00;65;S;23529.89
5522;45;2025-12-01 00:00:00;82;S;8276.53
5523;23;2025-03-20 00:00:00;687;E;362848.18
5524;40;2025-04-28 00:00:00;184;E;83854.68
5525;37;2026-04-28 00:00:00;11;S;6026.48
5526;26;2025-09-10 00:00:00;10;S;4503.35
5527;43;2025-11-29 00:00:00;132;E;30444.09
5528;34;2026-05-12 00:00:00;202;S;38343.87
5529;12;2026-04-29 00:00:00;130;S;46091.35
5530;20;2025-04-14 00:00:00;46;S;27661.11
5531;13;2024-08-21 00:00:00;247;E;50878.29
5532;22;2025-12-02 00:00:00;350;S;235683.61
5533;23;2024-10-14 00:00:00;78;S;38343.71
5534;17;2025-04-02 00:00:00;37;S;25575.32
5535;39;2025-12-16 00:00:00;97;S;41652.2
5536;34;2025-04-05 00:00:00;104;S;20407.83
5537;2;2026-04-17 00:00:00;29;S;20268.45
5538;4;2024-08-29 00:00:00;44;S;21165.93
5539;34;2024-11-16 00:00:00;123;S;22057.92
5540;38;2024-10-26 00:00:00;102;S;73980.4
5541;24;2026-01-23 00:00:00;27;S;18187.33
5542;14;2024-08-17 00:00:00;2;S;923.97
5543;30;2024-12-31 00:00:00;43;S;7228.2
5544;48;2025-07-22 00:00:00;39;S;2620.88
5545;19;2025-08-29 00:00:00;64;S;21412.0
5546;6;2025-06-05 00:00:00;96;E;16980.0
5547;22;2024-10-22 00:00:00;76;S;43705.77
5548;8;2025-10-17 00:00:00;67;S;37854.54
5549;17;2025-12-09 00:00:00;593;E;426855.01
5550;4;2026-04-12 00:00:00;8;S;4128.02
5551;12;2024-08-12 00:00:00;339;E;116588.64
5552;49;2025-06-05 00:00:00;78;S;32890.72
